time,strain,stress,temperature,type,title,num_cycles,max_strain,strain_rate,youngs,poissons
59.6368,0.00519,-268.63315,,,,,,,,
59.7368,0.00517,-268.63315,,,,,,,,
59.8368,0.0051,-269.4906,,,,,,,,
59.9368,0.00505,-270.03627,,,,,,,,
60.0368,0.00502,-269.72447,,,,,,,,
60.1368,0.00496,-270.73783,,,,,,,,
60.2368,0.00493,-270.65988,,,,,,,,
60.3368,0.00489,-271.20555,,,,,,,,
60.4368,0.00484,-271.2835,,,,,,,,
60.5368,0.0048,-271.98506,,,,,,,,
60.6368,0.00475,-271.75122,,,,,,,,
60.7368,0.0047,-272.29687,,,,,,,,
60.8368,0.00468,-272.3748,,,,,,,,
60.9368,0.00464,-272.53073,,,,,,,,
61.0368,0.00458,-273.31027,,,,,,,,
61.1368,0.00455,-273.31027,,,,,,,,
61.2368,0.00451,-273.46614,,,,,,,,
61.3368,0.00447,-273.54412,,,,,,,,
61.4368,0.00442,-274.01181,,,,,,,,
61.5368,0.0044,-274.40157,,,,,,,,
61.6368,0.00436,-274.55748,,,,,,,,
61.7368,0.00431,-274.79133,,,,,,,,
61.8368,0.00424,-275.18109,,,,,,,,
61.9368,0.0042,-275.49289,,,,,,,,
62.0368,0.00419,-275.6488,,,,,,,,
62.1368,0.00414,-275.88267,,,,,,,,
62.2368,0.00409,-276.19445,,,,,,,,
62.3368,0.00405,-276.50627,,,,,,,,
62.4368,0.004,-276.89603,,,,,,,,
62.5368,0.00396,-277.1299,,,,,,,,
62.6368,0.00389,-277.59762,,,,,,,,
62.7368,0.00388,-277.59762,,,,,,,,
62.8368,0.00384,-278.06531,,,,,,,,
62.9368,0.00378,-278.14324,,,,,,,,
63.0368,0.00374,-278.29918,,,,,,,,
63.1368,0.00372,-278.61096,,,,,,,,
63.2368,0.00367,-278.68894,,,,,,,,
63.3368,0.00362,-279.00071,,,,,,,,
63.4368,0.00358,-279.3905,,,,,,,,
63.5368,0.00354,-279.54639,,,,,,,,
63.6368,0.00349,-280.17001,,,,,,,,
63.7368,0.00345,-280.24797,,,,,,,,
63.8368,0.00341,-280.24797,,,,,,,,
63.9368,0.00337,-280.17001,,,,,,,,
64.0368,0.00333,-280.48181,,,,,,,,
64.1368,0.00328,-280.55977,,,,,,,,
64.23679,0.00325,-281.49518,,,,,,,,
64.33679,0.00322,-281.26133,,,,,,,,
64.4368,0.00315,-281.26133,,,,,,,,
64.5368,0.00314,-281.41724,,,,,,,,
64.6368,0.00309,-281.41724,,,,,,,,
64.73679,0.00304,-282.04087,,,,,,,,
64.83679,0.00299,-282.27472,,,,,,,,
64.9368,0.00296,-282.50859,,,,,,,,
65.0368,0.00293,-282.35265,,,,,,,,
65.1368,0.00285,-282.89832,,,,,,,,
65.23679,0.00284,-282.89832,,,,,,,,
65.33679,0.00278,-283.67784,,,,,,,,
65.4368,0.00273,-283.83375,,,,,,,,
65.5368,0.0027,-283.98964,,,,,,,,
65.6368,0.00263,-284.0676,,,,,,,,
65.73699,0.00263,-283.83375,,,,,,,,
65.83679,0.00256,-284.6912,,,,,,,,
65.9368,0.00252,-284.6912,,,,,,,,
66.0368,0.00247,-285.31483,,,,,,,,
66.1368,0.00243,-285.15894,,,,,,,,
66.23679,0.00243,-285.31483,,,,,,,,
66.33679,0.00235,-285.62663,,,,,,,,
66.4368,0.00231,-285.47074,,,,,,,,
66.5368,0.00227,-285.8605,,,,,,,,
66.63699,0.00223,-285.8605,,,,,,,,
66.73679,0.00218,-286.09437,,,,,,,,
66.837,0.00216,-286.1723,,,,,,,,
66.937,0.0021,-286.48408,,,,,,,,
67.037,0.00206,-286.79593,,,,,,,,
67.1368,0.00203,-286.25024,,,,,,,,
67.23699,0.002,-287.18569,,,,,,,,
67.337,0.00193,-287.02977,,,,,,,,
67.437,0.00192,-287.49749,,,,,,,,
67.537,0.00184,-287.18569,,,,,,,,
67.6368,0.00181,-287.41953,,,,,,,,
67.73699,0.00176,-287.57542,,,,,,,,
67.837,0.00174,-287.80929,,,,,,,,
67.9368,0.00169,-288.27701,,,,,,,,
68.037,0.00165,-288.4329,,,,,,,,
68.13699,0.00163,-288.74472,,,,,,,,
68.23679,0.00157,-288.58881,,,,,,,,
68.337,0.00151,-288.90061,,,,,,,,
68.437,0.00147,-289.13448,,,,,,,,
68.537,0.00143,-289.36833,,,,,,,,
68.63699,0.00139,-289.36833,,,,,,,,
68.73699,0.00136,-289.68013,,,,,,,,
68.837,0.00131,-289.99195,,,,,,,,
68.937,0.00125,-289.91397,,,,,,,,
69.037,0.0012,-290.38171,,,,,,,,
69.1368,0.00119,-290.45964,,,,,,,,
69.23699,0.00112,-290.61556,,,,,,,,
69.337,0.00109,-290.61556,,,,,,,,
69.437,0.00106,-290.77145,,,,,,,,
69.5368,0.00104,-290.84943,,,,,,,,
69.63699,9.87E-04,-291.08327,,,,,,,,
69.73699,9.11E-04,-291.00534,,,,,,,,
69.83679,8.97E-04,-291.1612,,,,,,,,
69.937,8.49E-04,-291.7069,,,,,,,,
70.037,8.07E-04,-291.55096,,,,,,,,
70.13699,7.45E-04,-291.86281,,,,,,,,
70.23699,7.39E-04,-291.7069,,,,,,,,
70.337,6.77E-04,-292.09666,,,,,,,,
70.4368,6.15E-04,-292.01868,,,,,,,,
70.537,5.80E-04,-292.17459,,,,,,,,
70.63699,5.60E-04,-292.48639,,,,,,,,
70.73679,5.25E-04,-292.56437,,,,,,,,
70.837,4.56E-04,-292.87615,,,,,,,,
70.937,4.22E-04,-292.79822,,,,,,,,
71.037,3.94E-04,-293.11,,,,,,,,
71.13699,3.25E-04,-293.03206,,,,,,,,
71.23699,2.98E-04,-293.18795,,,,,,,,
71.337,2.50E-04,-293.73362,,,,,,,,
71.437,2.08E-04,-293.49978,,,,,,,,
71.537,1.53E-04,-294.12338,,,,,,,,
71.63699,1.19E-04,-293.88954,,,,,,,,
71.73699,9.81E-05,-294.51314,,,,,,,,
71.837,2.24E-05,-294.43521,,,,,,,,
71.9368,8.59E-06,-294.5911,,,,,,,,
72.037,-5.34E-05,-294.51314,,,,,,,,
72.13699,-8.09E-05,-294.82494,,,,,,,,
72.23699,-1.43E-04,-294.98086,,,,,,,,
72.337,-1.70E-04,-295.05881,,,,,,,,
72.437,-2.12E-04,-294.9029,,,,,,,,
72.537,-2.53E-04,-295.05881,,,,,,,,
72.63699,-2.88E-04,-295.29268,,,,,,,,
72.73699,-3.50E-04,-295.29268,,,,,,,,
72.837,-3.77E-04,-295.52653,,,,,,,,
72.937,-4.18E-04,-295.52653,,,,,,,,
73.037,-4.46E-04,-295.91631,,,,,,,,
73.13699,-5.01E-04,-295.91631,,,,,,,,
73.23699,-5.35E-04,-296.30602,,,,,,,,
73.337,-5.49E-04,-296.07217,,,,,,,,
73.437,-6.46E-04,-296.15015,,,,,,,,
73.537,-6.66E-04,-296.15015,,,,,,,,
73.63699,-7.01E-04,-296.384,,,,,,,,
73.73699,-7.49E-04,-296.77376,,,,,,,,
73.837,-7.97E-04,-296.85171,,,,,,,,
73.937,-8.59E-04,-296.77376,,,,,,,,
74.037,-8.73E-04,-296.92965,,,,,,,,
74.13699,-9.56E-04,-297.55327,,,,,,,,
74.23699,-9.69E-04,-297.86508,,,,,,,,
74.337,-0.00102,-297.63123,,,,,,,,
74.437,-0.00107,-298.02097,,,,,,,,
74.537,-0.0011,-297.78712,,,,,,,,
74.63699,-0.00117,-298.25481,,,,,,,,
74.73699,-0.00118,-298.17688,,,,,,,,
74.837,-0.00123,-298.25481,,,,,,,,
74.937,-0.00126,-298.17688,,,,,,,,
75.037,-0.00131,-298.56666,,,,,,,,
75.13699,-0.00135,-298.87844,,,,,,,,
75.23699,-0.00139,-298.80051,,,,,,,,
75.337,-0.00142,-299.19026,,,,,,,,
75.437,-0.00147,-298.64459,,,,,,,,
75.537,-0.00151,-299.26822,,,,,,,,
75.63699,-0.00155,-299.26822,,,,,,,,
75.73699,-0.0016,-299.11229,,,,,,,,
75.837,-0.00166,-298.87844,,,,,,,,
75.937,-0.00169,-298.87844,,,,,,,,
76.037,-0.00173,-299.58002,,,,,,,,
76.13699,-0.00176,-299.34618,,,,,,,,
76.23699,-0.00181,-299.96976,,,,,,,,
76.337,-0.00185,-300.12567,,,,,,,,
76.437,-0.0019,-299.96976,,,,,,,,
76.537,-0.00193,-299.8918,,,,,,,,
76.63699,-0.00197,-300.12567,,,,,,,,
76.73699,-0.00204,-300.35954,,,,,,,,
76.837,-0.00208,-300.67134,,,,,,,,
76.937,-0.00211,-300.74928,,,,,,,,
77.037,-0.00218,-300.90521,,,,,,,,
77.13699,-0.0022,-300.98314,,,,,,,,
77.23699,-0.00225,-300.98314,,,,,,,,
77.337,-0.00229,-301.21699,,,,,,,,
77.437,-0.00232,-301.52882,,,,,,,,
77.537,-0.00237,-301.68473,,,,,,,,
77.63699,-0.00239,-301.52882,,,,,,,,
77.73699,-0.00247,-301.52882,,,,,,,,
77.837,-0.00249,-301.84062,,,,,,,,
77.937,-0.00254,-301.84062,,,,,,,,
78.037,-0.00259,-302.15244,,,,,,,,
78.13699,-0.00262,-301.99653,,,,,,,,
78.23699,-0.00264,-302.15244,,,,,,,,
78.337,-0.00269,-302.15244,,,,,,,,
78.437,-0.00273,-302.30831,,,,,,,,
78.537,-0.00279,-302.38629,,,,,,,,
78.63699,-0.00281,-302.62016,,,,,,,,
78.73699,-0.00284,-302.62016,,,,,,,,
78.837,-0.00293,-302.69809,,,,,,,,
78.937,-0.00296,-302.854,,,,,,,,
79.037,-0.00299,-302.93194,,,,,,,,
79.13699,-0.00304,-303.16578,,,,,,,,
79.23699,-0.00308,-302.77605,,,,,,,,
79.337,-0.0031,-303.39967,,,,,,,,
79.437,-0.00316,-303.47761,,,,,,,,
79.537,-0.00319,-303.63352,,,,,,,,
79.63699,-0.00326,-303.55556,,,,,,,,
79.73699,-0.00328,-303.55556,,,,,,,,
79.83699,-0.00335,-304.17919,,,,,,,,
79.937,-0.00338,-303.86737,,,,,,,,
80.037,-0.00343,-304.72484,,,,,,,,
80.13699,-0.00346,-304.25715,,,,,,,,
80.23699,-0.0035,-304.41304,,,,,,,,
80.33699,-0.00355,-304.64688,,,,,,,,
80.437,-0.00359,-304.56893,,,,,,,,
80.537,-0.00363,-305.03664,,,,,,,,
80.63699,-0.00367,-304.72484,,,,,,,,
80.73699,-0.00373,-304.95869,,,,,,,,
80.83699,-0.00377,-305.19255,,,,,,,,
80.937,-0.00381,-305.11462,,,,,,,,
81.037,-0.00385,-305.03664,,,,,,,,
81.13699,-0.00389,-305.34847,,,,,,,,
81.23699,-0.00392,-305.19255,,,,,,,,
81.33699,-0.00397,-305.4264,,,,,,,,
81.437,-0.00399,-305.34847,,,,,,,,
81.537,-0.00404,-305.73822,,,,,,,,
81.63699,-0.00408,-305.66025,,,,,,,,
81.73699,-0.00412,-305.66025,,,,,,,,
81.83699,-0.00419,-305.89411,,,,,,,,
81.937,-0.00422,-305.97209,,,,,,,,
82.037,-0.00426,-306.28387,,,,,,,,
82.13699,-0.0043,-305.81616,,,,,,,,
82.23699,-0.00436,-306.51772,,,,,,,,
82.33699,-0.00439,-306.36181,,,,,,,,
82.437,-0.00443,-306.67363,,,,,,,,
82.537,-0.00447,-306.75159,,,,,,,,
82.63699,-0.0045,-306.98543,,,,,,,,
82.73699,-0.00456,-307.06341,,,,,,,,
82.83699,-0.0046,-307.21928,,,,,,,,
82.937,-0.00464,-307.60906,,,,,,,,
83.037,-0.00469,-307.45315,,,,,,,,
83.13699,-0.00472,-307.37519,,,,,,,,
83.23699,-0.00475,-307.37519,,,,,,,,
83.33699,-0.00479,-307.60906,,,,,,,,
83.437,-0.00485,-307.92086,,,,,,,,
83.537,-0.00488,-307.99882,,,,,,,,
83.63699,-0.00494,-307.92086,,,,,,,,
83.73699,-0.00498,-308.15471,,,,,,,,
83.83699,-0.00505,-308.23266,,,,,,,,
83.937,-0.00507,-307.99882,,,,,,,,
84.037,-0.00511,-308.07675,,,,,,,,
84.13699,-0.00514,-308.54449,,,,,,,,
84.23699,-0.00518,-308.07675,,,,,,,,
84.33699,-0.00522,-308.54449,,,,,,,,
84.437,-0.00527,-308.54449,,,,,,,,
84.537,-0.00531,-308.70038,,,,,,,,
84.63699,-0.00536,-308.70038,,,,,,,,
84.73699,-0.00537,-308.46653,,,,,,,,
84.83699,-0.00544,-309.09014,,,,,,,,
84.937,-0.00549,-309.16809,,,,,,,,
85.037,-0.00553,-309.32401,,,,,,,,
85.13699,-0.00558,-309.55785,,,,,,,,
85.23699,-0.00562,-309.63581,,,,,,,,
85.33699,-0.00567,-309.4799,,,,,,,,
85.437,-0.00569,-309.71374,,,,,,,,
85.537,-0.00574,-309.63581,,,,,,,,
85.63699,-0.0058,-310.18146,,,,,,,,
85.73699,-0.00582,-310.18146,,,,,,,,
85.83699,-0.00588,-310.41533,,,,,,,,
85.937,-0.00591,-310.41533,,,,,,,,
86.037,-0.00598,-310.41533,,,,,,,,
86.13699,-0.00598,-310.25944,,,,,,,,
86.23699,-0.00606,-310.41533,,,,,,,,
86.33699,-0.00609,-310.57122,,,,,,,,
86.437,-0.00611,-310.49328,,,,,,,,
86.537,-0.00616,-310.80506,,,,,,,,
86.63699,-0.0062,-310.80506,,,,,,,,
86.73699,-0.00624,-310.88306,,,,,,,,
86.83699,-0.00629,-310.88306,,,,,,,,
86.937,-0.00633,-310.64919,,,,,,,,
87.037,-0.00638,-311.27278,,,,,,,,
87.13699,-0.00639,-310.961,,,,,,,,
87.23699,-0.00645,-311.27278,,,,,,,,
87.33699,-0.00649,-311.19484,,,,,,,,
87.437,-0.00653,-311.27278,,,,,,,,
87.537,-0.00658,-311.27278,,,,,,,,
87.63699,-0.00662,-311.42869,,,,,,,,
87.73699,-0.00667,-311.81847,,,,,,,,
87.83699,-0.00669,-311.81847,,,,,,,,
87.937,-0.00676,-311.8964,,,,,,,,
88.037,-0.00679,-311.8964,,,,,,,,
88.13699,-0.00683,-312.13025,,,,,,,,
88.23699,-0.00689,-312.28616,,,,,,,,
88.33699,-0.00691,-312.28616,,,,,,,,
88.437,-0.00695,-312.36412,,,,,,,,
88.537,-0.00699,-312.28616,,,,,,,,
88.63699,-0.00704,-312.59799,,,,,,,,
88.73699,-0.00709,-312.83183,,,,,,,,
88.83699,-0.00713,-313.06568,,,,,,,,
88.937,-0.00717,-312.98772,,,,,,,,
89.037,-0.00722,-313.14363,,,,,,,,
89.13699,-0.00726,-313.22159,,,,,,,,
89.23699,-0.00731,-313.22159,,,,,,,,
89.33699,-0.00735,-313.53339,,,,,,,,
89.437,-0.00737,-312.83183,,,,,,,,
89.537,-0.00742,-313.68931,,,,,,,,
89.63699,-0.00747,-313.3775,,,,,,,,
89.73699,-0.0075,-313.92315,,,,,,,,
89.83699,-0.00758,-313.76726,,,,,,,,
89.937,-0.00759,-314.07906,,,,,,,,
90.037,-0.00765,-313.92315,,,,,,,,
90.13699,-0.00768,-314.23498,,,,,,,,
90.23699,-0.0077,-314.23498,,,,,,,,
90.33699,-0.00775,-314.39087,,,,,,,,
90.437,-0.00777,-314.85856,,,,,,,,
90.537,-0.00786,-314.46882,,,,,,,,
90.63699,-0.00789,-314.31293,,,,,,,,
90.73699,-0.00793,-314.54678,,,,,,,,
90.83699,-0.00798,-314.62471,,,,,,,,
90.937,-0.00802,-314.93654,,,,,,,,
91.037,-0.00809,-315.32627,,,,,,,,
91.13699,-0.00807,-315.17041,,,,,,,,
91.23699,-0.00815,-315.32627,,,,,,,,
91.33699,-0.0082,-315.6381,,,,,,,,
91.437,-0.00823,-315.6381,,,,,,,,
91.537,-0.00826,-315.71603,,,,,,,,
91.63699,-0.0083,-315.71603,,,,,,,,
91.73699,-0.00836,-315.87194,,,,,,,,
91.83699,-0.00838,-316.10581,,,,,,,,
91.937,-0.00843,-315.9499,,,,,,,,
92.037,-0.00848,-316.02788,,,,,,,,
92.13699,-0.00853,-316.10581,,,,,,,,
92.23699,-0.00857,-315.79401,,,,,,,,
92.33699,-0.0086,-316.33966,,,,,,,,
92.437,-0.00865,-316.5735,,,,,,,,
92.537,-0.00869,-316.49557,,,,,,,,
92.63699,-0.00872,-316.41761,,,,,,,,
92.73699,-0.00877,-316.33966,,,,,,,,
92.83699,-0.00881,-316.49557,,,,,,,,
92.937,-0.00883,-316.33966,,,,,,,,
93.037,-0.00888,-316.88533,,,,,,,,
93.13699,-0.00896,-316.5735,,,,,,,,
93.23699,-0.00898,-316.88533,,,,,,,,
93.33699,-0.00903,-316.80737,,,,,,,,
93.437,-0.00908,-316.96329,,,,,,,,
93.537,-0.00912,-317.35304,,,,,,,,
93.63699,-0.00916,-317.27509,,,,,,,,
93.73699,-0.00919,-317.35304,,,,,,,,
93.83699,-0.00925,-317.58691,,,,,,,,
93.937,-0.00932,-317.43098,,,,,,,,
94.037,-0.00934,-317.82076,,,,,,,,
94.13699,-0.00937,-318.21049,,,,,,,,
94.23699,-0.0094,-317.89869,,,,,,,,
94.33699,-0.00945,-317.97665,,,,,,,,
94.437,-0.0095,-318.13256,,,,,,,,
94.537,-0.00954,-318.36641,,,,,,,,
94.63699,-0.00959,-318.52232,,,,,,,,
94.73699,-0.00962,-318.21049,,,,,,,,
94.83699,-0.00966,-318.60028,,,,,,,,
94.937,-0.00967,-318.36641,,,,,,,,
95.037,-0.00975,-318.91208,,,,,,,,
95.13699,-0.00979,-318.91208,,,,,,,,
95.23699,-0.00983,-318.67821,,,,,,,,
95.33699,-0.00988,-318.75617,,,,,,,,
95.437,-0.00989,-318.67821,,,,,,,,
95.537,-0.00996,-318.75617,,,,,,,,
95.63699,-0.00998,-318.83412,,,,,,,,
95.73699,-0.01004,-319.14592,,,,,,,,
95.83699,-0.01008,-318.67821,,,,,,,,
95.937,-0.01013,-319.06797,,,,,,,,
96.037,-0.01017,-319.30184,,,,,,,,
96.13699,-0.01021,-319.37979,,,,,,,,
96.23699,-0.01027,-319.76953,,,,,,,,
96.33699,-0.0103,-319.61364,,,,,,,,
96.437,-0.01035,-319.45775,,,,,,,,
96.537,-0.01037,-319.92544,,,,,,,,
96.63699,-0.01042,-320.15931,,,,,,,,
96.73699,-0.01047,-319.92544,,,,,,,,
96.83699,-0.01049,-320.23724,,,,,,,,
96.937,-0.01056,-319.92544,,,,,,,,
97.037,-0.0106,-320.627,,,,,,,,
97.13699,-0.01063,-320.31522,,,,,,,,
97.23699,-0.01069,-320.47109,,,,,,,,
97.33699,-0.01073,-320.86085,,,,,,,,
97.437,-0.01078,-320.93885,,,,,,,,
97.537,-0.0108,-320.627,,,,,,,,
97.63699,-0.01084,-320.627,,,,,,,,
97.73699,-0.01089,-320.86085,,,,,,,,
97.83699,-0.01093,-321.17269,,,,,,,,
97.937,-0.01096,-320.93885,,,,,,,,
98.037,-0.01102,-320.78291,,,,,,,,
98.13699,-0.01106,-321.32856,,,,,,,,
98.23699,-0.01109,-320.86085,,,,,,,,
98.33699,-0.01113,-321.56243,,,,,,,,
98.437,-0.0112,-320.93885,,,,,,,,
98.537,-0.01122,-321.56243,,,,,,,,
98.63699,-0.01127,-321.25063,,,,,,,,
98.73699,-0.01131,-321.64039,,,,,,,,
98.83699,-0.01135,-321.56243,,,,,,,,
98.937,-0.0114,-321.32856,,,,,,,,
99.037,-0.01142,-321.64039,,,,,,,,
99.13699,-0.01146,-321.7963,,,,,,,,
99.23699,-0.0115,-321.7963,,,,,,,,
99.33699,-0.01157,-322.1081,,,,,,,,
99.437,-0.01159,-322.34195,,,,,,,,
99.537,-0.01166,-322.49786,,,,,,,,
99.63699,-0.0117,-322.4199,,,,,,,,
99.73699,-0.01174,-322.4199,,,,,,,,
99.83699,-0.01177,-322.49786,,,,,,,,
99.937,-0.0118,-322.4199,,,,,,,,
100.03699,-0.01186,-322.49786,,,,,,,,
100.13699,-0.01191,-322.73173,,,,,,,,
100.23699,-0.01195,-322.88762,,,,,,,,
100.33699,-0.01197,-322.96557,,,,,,,,
100.437,-0.01202,-322.96557,,,,,,,,
100.53699,-0.01206,-322.88762,,,,,,,,
100.63699,-0.01211,-322.73173,,,,,,,,
100.73699,-0.01214,-323.12146,,,,,,,,
100.83699,-0.01219,-323.27738,,,,,,,,
100.937,-0.01222,-322.96557,,,,,,,,
101.03699,-0.01227,-323.19942,,,,,,,,
101.13699,-0.01231,-322.96557,,,,,,,,
101.23699,-0.01233,-323.12146,,,,,,,,
101.33699,-0.01239,-323.27738,,,,,,,,
101.437,-0.01245,-323.51125,,,,,,,,
101.53699,-0.0125,-323.35531,,,,,,,,
101.63699,-0.01252,-323.43329,,,,,,,,
101.73699,-0.01257,-323.66713,,,,,,,,
101.83699,-0.01261,-323.51125,,,,,,,,
101.937,-0.01266,-324.13485,,,,,,,,
102.03699,-0.0127,-324.21278,,,,,,,,
102.13699,-0.01276,-323.901,,,,,,,,
102.23699,-0.01279,-323.97894,,,,,,,,
102.33699,-0.01283,-324.29076,,,,,,,,
102.437,-0.01288,-324.44665,,,,,,,,
102.53699,-0.01292,-324.60256,,,,,,,,
102.63699,-0.01295,-324.36872,,,,,,,,
102.73699,-0.01301,-324.36872,,,,,,,,
102.83699,-0.01303,-324.60256,,,,,,,,
102.937,-0.01308,-324.99232,,,,,,,,
103.03699,-0.01311,-324.44665,,,,,,,,
103.13699,-0.01317,-324.99232,,,,,,,,
103.23699,-0.01319,-324.83641,,,,,,,,
103.33699,-0.01325,-324.91434,,,,,,,,
103.437,-0.0133,-324.99232,,,,,,,,
103.53699,-0.01332,-325.22619,,,,,,,,
103.63699,-0.01336,-324.99232,,,,,,,,
103.73699,-0.0134,-325.07028,,,,,,,,
103.83699,-0.01346,-325.07028,,,,,,,,
103.937,-0.01349,-325.07028,,,,,,,,
104.03699,-0.01353,-325.30412,,,,,,,,
104.13699,-0.01356,-325.07028,,,,,,,,
104.23699,-0.01364,-325.53797,,,,,,,,
104.33699,-0.01364,-325.77182,,,,,,,,
104.437,-0.0137,-325.61593,,,,,,,,
104.53699,-0.01376,-325.61593,,,,,,,,
104.63699,-0.01379,-325.77182,,,,,,,,
104.73699,-0.01382,-325.77182,,,,,,,,
104.83699,-0.01387,-325.46004,,,,,,,,
104.937,-0.01392,-326.08366,,,,,,,,
105.03699,-0.01396,-326.1616,,,,,,,,
105.13699,-0.01399,-326.08366,,,,,,,,
105.23699,-0.01405,-326.4734,,,,,,,,
105.33699,-0.01409,-326.1616,,,,,,,,
105.437,-0.01412,-326.39544,,,,,,,,
105.53699,-0.01416,-326.86316,,,,,,,,
105.63699,-0.01421,-327.01907,,,,,,,,
105.73699,-0.01427,-326.86316,,,,,,,,
105.83699,-0.01429,-327.01907,,,,,,,,
105.937,-0.01434,-326.94111,,,,,,,,
106.03699,-0.0144,-327.09703,,,,,,,,
106.13699,-0.01443,-327.17496,,,,,,,,
106.23699,-0.01446,-326.62929,,,,,,,,
106.33699,-0.01451,-326.86316,,,,,,,,
106.437,-0.01455,-326.86316,,,,,,,,
106.53699,-0.01459,-327.25292,,,,,,,,
106.63699,-0.01461,-327.17496,,,,,,,,
106.73699,-0.01469,-327.01907,,,,,,,,
106.83699,-0.01472,-327.17496,,,,,,,,
106.937,-0.01476,-327.40883,,,,,,,,
107.03699,-0.01479,-327.25292,,,,,,,,
107.13699,-0.01485,-327.56472,,,,,,,,
107.23699,-0.01488,-327.25292,,,,,,,,
107.33699,-0.01491,-326.1616,,,,,,,,
107.437,-0.01492,-321.7963,,,,,,,,
107.53699,-0.01489,-315.6381,,,,,,,,
107.63699,-0.01487,-309.40196,,,,,,,,
107.73699,-0.01483,-302.854,,,,,,,,
107.83699,-0.0148,-296.22809,,,,,,,,
107.937,-0.01476,-289.99195,,,,,,,,
108.03699,-0.01474,-282.82037,,,,,,,,
108.13699,-0.0147,-276.66219,,,,,,,,
108.23699,-0.01465,-269.56856,,,,,,,,
108.33699,-0.01464,-263.17649,,,,,,,,
108.437,-0.01459,-256.39468,,,,,,,,
108.53699,-0.01454,-249.37905,,,,,,,,
108.63699,-0.01451,-242.59722,,,,,,,,
108.73699,-0.01447,-235.6595,,,,,,,,
108.83699,-0.01443,-228.95566,,,,,,,,
108.937,-0.01439,-222.09588,,,,,,,,
109.03699,-0.01437,-215.39201,,,,,,,,
109.13699,-0.01432,-208.61022,,,,,,,,
109.23699,-0.01428,-201.75046,,,,,,,,
109.33699,-0.01425,-195.04659,,,,,,,,
109.437,-0.01421,-188.1089,,,,,,,,
109.53699,-0.01415,-182.02865,,,,,,,,
109.63699,-0.01412,-175.24683,,,,,,,,
109.73699,-0.01409,-168.46501,,,,,,,,
109.83699,-0.01406,-161.91707,,,,,,,,
109.937,-0.01403,-155.36911,,,,,,,,
110.03699,-0.01401,-149.36683,,,,,,,,
110.13699,-0.01395,-142.66296,,,,,,,,
110.23699,-0.01392,-135.95909,,,,,,,,
110.33699,-0.01388,-129.95681,,,,,,,,
110.437,-0.01385,-123.72065,,,,,,,,
110.53699,-0.0138,-117.87427,,,,,,,,
110.63699,-0.01376,-112.10584,,,,,,,,
110.73699,-0.01373,-106.10354,,,,,,,,
110.83699,-0.01368,-100.10125,,,,,,,,
110.937,-0.01366,-94.33281,,,,,,,,
111.03699,-0.01363,-88.56438,,,,,,,,
111.13699,-0.01356,-82.48414,,,,,,,,
111.23699,-0.01352,-76.24799,,,,,,,,
111.33699,-0.01349,-70.71341,,,,,,,,
111.437,-0.01347,-64.94497,,,,,,,,
111.53699,-0.01341,-60.03401,,,,,,,,
111.63699,-0.01337,-54.73328,,,,,,,,
111.73699,-0.01334,-49.1987,,,,,,,,
111.83699,-0.01329,-43.89797,,,,,,,,
111.937,-0.01325,-38.6752,,,,,,,,
112.03699,-0.01321,-33.29652,,,,,,,,
112.13699,-0.01319,-28.54146,,,,,,,,
112.23699,-0.01313,-23.24074,,,,,,,,
112.33699,-0.0131,-18.71953,,,,,,,,
112.437,-0.01308,-13.88651,,,,,,,,
112.53699,-0.01303,-9.2094,,,,,,,,
112.63699,-0.01298,-4.92205,,,,,,,,
112.73699,-0.01295,-0.32289,,,,,,,,
112.83699,-0.0129,3.96446,,,,,,,,
112.937,-0.01288,7.7841,,,,,,,,
113.03699,-0.01284,11.44783,,,,,,,,
113.13699,-0.01279,15.34543,,,,,,,,
113.23699,-0.01276,18.93121,,,,,,,,
113.33699,-0.01272,23.21856,,,,,,,,
113.437,-0.01267,27.50591,,,,,,,,
113.53699,-0.01266,31.0917,,,,,,,,
113.63699,-0.01261,35.69086,,,,,,,,
113.73699,-0.01255,39.74435,,,,,,,,
113.83699,-0.0125,43.95375,,,,,,,,
113.937,-0.01247,48.00725,,,,,,,,
114.03699,-0.01246,51.74894,,,,,,,,
114.13699,-0.01238,55.25677,,,,,,,,
114.23699,-0.01233,58.84255,,,,,,,,
114.33699,-0.0123,62.19448,,,,,,,,
114.437,-0.01226,65.85822,,,,,,,,
114.53699,-0.01223,68.89834,,,,,,,,
114.63699,-0.01216,72.32822,,,,,,,,
114.73699,-0.01214,75.44629,,,,,,,,
114.83699,-0.01211,78.48642,,,,,,,,
114.937,-0.01204,81.83834,,,,,,,,
115.03699,-0.01202,85.03437,,,,,,,,
115.13699,-0.01197,87.91859,,,,,,,,
115.23699,-0.01193,90.56896,,,,,,,,
115.33699,-0.01189,93.76497,,,,,,,,
115.437,-0.01186,96.02558,,,,,,,,
115.53699,-0.01182,99.2216,,,,,,,,
115.63699,-0.01178,101.63812,,,,,,,,
115.73699,-0.01173,104.28848,,,,,,,,
115.83699,-0.01169,107.17269,,,,,,,,
115.937,-0.01166,109.51126,,,,,,,,
116.03699,-0.01161,112.47342,,,,,,,,
116.13699,-0.01157,115.12378,,,,,,,,
116.23699,-0.01153,117.61824,,,,,,,,
116.33699,-0.01149,120.03475,,,,,,,,
